# Vietnamese glosses for HSK 1–2 words, and for the few HSK and frequent entries that had no Vietnamese (Chinese notebook dictionary)
# License: CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/)
# Derived from CC-CEDICT (https://cc-cedict.org, CC BY-SA 4.0) and CVDICT (Vietnamese translation of CC-CEDICT, CC BY-SA 4.0).
# Drafted by Claude (AI), 2026-09. status "ai-draft" = AI-drafted, awaiting human review ("hiệu đính bởi AI, chờ duyệt");
# "reviewed" = checked by the project owner ("đã hiệu đính") — only the owner sets it. Changes: CHANGELOG.md.
# Format: UTF-8 (NFC), LF, tab-separated. Lines starting with "#" are comments.
# vi: senses separated by "/", near-synonyms inside a sense by "; ", examples as "(vd. 汉字: nghĩa)", classifiers as last sense "Lượng từ: 个 (gè)".
# 1291 keys (CC-CEDICT key "trad|simp[pinyin]"). A gloss keyed to a form the HSK list names that is now only a variant (複習) follows the tag to the main form (復習); key it to the main form when you can.
key	vi	source	status
錢|钱[qian2]	tiền (vd. 多少钱: bao nhiêu tiền?)/(cũ) đồng tiền; tiền xu (vd. 铜钱: tiền đồng)/đồng cân (đơn vị trọng lượng, bằng một phần mười lạng 两)/Lượng từ: 笔 (bǐ)	claude-2026-09	ai-draft
錢包|钱包[qian2 bao1]	ví; ví tiền; bóp (tiền)	claude-2026-09	ai-draft
請|请[qing3]	mời (ai làm gì, đến đâu) (vd. 请他来: mời anh ấy đến)/(lời đề nghị lịch sự) xin mời; xin; làm ơn (vd. 请坐: mời ngồi; 请进: mời vào)/mời (ăn uống); đãi; khao (vd. 我请你吃饭: tôi mời bạn ăn cơm)/xin; nhờ; yêu cầu (vd. 请假: xin nghỉ)	claude-2026-09	ai-draft
請假|请假[qing3 jia4]	xin nghỉ; xin nghỉ phép	claude-2026-09	ai-draft
請進|请进[qing3 jin4]	mời vào	claude-2026-09	ai-draft
請問|请问[qing3 wen4]	xin hỏi; cho (tôi) hỏi (lời mở đầu lịch sự khi hỏi)	claude-2026-09	ai-draft
請坐|请坐[qing3 zuo4]	mời ngồi	claude-2026-09	ai-draft
球|球[qiu2]	quả bóng; trái banh; quả cầu/hình cầu; vật hình cầu (vd. 雪球: quả cầu tuyết)/địa cầu; quả đất; thiên thể (vd. 地球: trái đất)/môn bóng; trận bóng; trận đấu (vd. 打球: chơi bóng; 看球: xem đấu bóng)/Lượng từ: 个 (gè), 场 (chǎng)	claude-2026-09	ai-draft
去|去[qu4]	đi; đến (nơi nào) (vd. 去北京: đi Bắc Kinh)/(trước hoặc sau động từ) đi (làm gì) (vd. 去买东西: đi mua đồ)/(bổ ngữ xu hướng, chỉ hướng rời xa người nói) … đi; … sang (vd. 拿去: mang đi; 进去: đi vào (đó); 回去: về)/(sau một số động từ, chỉ sự tách rời, mất đi) … mất; … đi (vd. 失去: mất đi)/(thời gian) trước; vừa qua (vd. 去年: năm ngoái)/bỏ; bỏ đi; loại bỏ; bớt (vd. 去皮: bỏ vỏ)/(nói tránh) mất; qua đời	claude-2026-09	ai-draft
去年|去年[qu4 nian2]	năm ngoái; năm trước	claude-2026-09	ai-draft
熱|热[re4]	nóng (thời tiết, đồ vật) (vd. 天气很热: trời rất nóng)/hâm nóng; làm nóng (vd. 热饭: hâm cơm)/nhiệt; hơi nóng; sức nóng/nhiệt tình; nồng nhiệt; sốt sắng	claude-2026-09	ai-draft
人|人[ren2]	người; con người/Lượng từ: 个 (gè), 位 (wèi), 名 (míng)	claude-2026-09	ai-draft
認識|认识[ren4 shi5]	quen; quen biết; biết (ai) (vd. 我认识他: tôi quen anh ấy; 认识你很高兴: rất vui được làm quen với bạn)/nhận ra; nhận biết; biết (chữ, đường…) (vd. 认识这个字: biết chữ này)/nhận thức; sự hiểu biết	claude-2026-09	ai-draft
認真|认真[ren4 zhen1]	nghiêm túc; chăm chỉ; chu đáo; cẩn thận (trong học tập, làm việc)/coi là thật; coi trọng; để bụng	claude-2026-09	ai-draft
日|日[ri4]	ngày (vd. 五月一日: ngày 1 tháng 5; 每日: mỗi ngày)/mặt trời (vd. 日出: mặt trời mọc)/(trong từ ghép, viết tắt của 日本) Nhật Bản (vd. 日语: tiếng Nhật)/(thô tục) quan hệ tình dục; cũng dùng để chửi tục	claude-2026-09	ai-draft
日期|日期[ri4 qi1]	ngày tháng; ngày (ghi trên giấy tờ, lịch…) (vd. 出生日期: ngày sinh)/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
肉|肉[rou4]	thịt (vd. 猪肉: thịt lợn; thịt heo)/thịt quả; cơm quả; cùi (vd. 果肉: thịt quả)/(khẩu ngữ, quả) nhũn; bở (không giòn)/(khẩu ngữ, người) nhão; lừng khừng; thiếu quyết đoán	claude-2026-09	ai-draft
三|三[san1]	ba (3)	claude-2026-09	ai-draft
山|山[shan1]	núi; đồi/Lượng từ: 座 (zuò)	claude-2026-09	ai-draft
商場|商场[shang1 chang3]	trung tâm mua sắm; trung tâm thương mại; cửa hàng bách hoá/thương trường; giới kinh doanh/Lượng từ: 家 (jiā)	claude-2026-09	ai-draft
商店|商店[shang1 dian4]	cửa hàng; cửa hiệu; tiệm/Lượng từ: 家 (jiā), 个 (gè)	claude-2026-09	ai-draft
上|上[shang4]	trên; phía trên; bên trên/(sau danh từ) trên; ở trên; trong (vd. 桌子上: trên bàn; 书上: trong sách)/trước (vd. 上星期: tuần trước; 上次: lần trước)/(phần) đầu; thứ nhất (trong nhiều phần) (vd. 上册: tập một)/lên; đi lên; trèo lên; lên (xe, tàu…) (vd. 上楼: lên lầu; 上车: lên xe)/đi (học); lên lớp (vd. 上课: lên lớp; 上大学: học đại học)/(sau động từ) … lên; … lại (vd. 爬上: trèo lên; 关上: đóng lại)	claude-2026-09	ai-draft
上班|上班[shang4 ban1]	đi làm; vào làm (ở cơ quan, công ty) (vd. 八点上班: 8 giờ vào làm)/trực; làm ca	claude-2026-09	ai-draft
上邊|上边[shang4 bian5]	phía trên; bên trên; ở trên/mặt trên; phần trên; lề trên/(trong bài, lời nói) ở trên; đã nói ở trên/cấp trên	claude-2026-09	ai-draft
上車|上车[shang4 che1]	lên xe; lên tàu (xe buýt, tàu hoả, ô tô…)	claude-2026-09	ai-draft
上次|上次[shang4 ci4]	lần trước	claude-2026-09	ai-draft
上課|上课[shang4 ke4]	vào học; lên lớp; đi học (vd. 八点上课: 8 giờ vào học)/(giáo viên) lên lớp; dạy học; đứng lớp	claude-2026-09	ai-draft
上網|上网[shang4 wang3]	lên mạng; vào mạng; truy cập mạng/(tài liệu…) được đưa lên mạng; được đăng lên mạng	claude-2026-09	ai-draft
上午|上午[shang4 wu3]	buổi sáng; sáng (khoảng từ sáng sớm đến trước 12 giờ trưa)/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
上學|上学[shang4 xue2]	đi học; đến trường/theo học (ở trường)	claude-2026-09	ai-draft
少|少[shao3]	ít; ít hơn (vd. 人很少: rất ít người)/thiếu; không đủ; thiếu mất (vd. 还少一个人: còn thiếu một người)/bớt; thôi; đừng (làm gì nữa) (vd. 少说两句: bớt nói vài câu)/ít khi; hiếm khi (vd. 很少去: ít khi đi)	claude-2026-09	ai-draft
誰|谁[shei2]	ai; người nào (vd. 他是谁: anh ấy là ai?)/(không dùng để hỏi) ai; bất cứ ai (vd. 谁都知道: ai cũng biết)	claude-2026-09	ai-draft
身上|身上[shen1 shang5]	trên người; trên cơ thể/(mang) theo người; trong người (vd. 身上没带钱: không mang tiền theo người)/ở (ai); nơi (ai) (vd. 希望在你们身上: hy vọng ở các bạn)	claude-2026-09	ai-draft
身體|身体[shen1 ti3]	cơ thể; thân thể; thân hình/sức khoẻ (vd. 你身体好吗: bạn có khoẻ không?)	claude-2026-09	ai-draft
什麼|什么[shen2 me5]	gì; cái gì (để hỏi) (vd. 这是什么: đây là cái gì?)/(không dùng để hỏi) gì đó; cái gì đó; bất cứ cái gì (vd. 什么都行: cái gì cũng được)	claude-2026-09	ai-draft
生病|生病[sheng1 bing4]	bị ốm; bị bệnh; đổ bệnh	claude-2026-09	ai-draft
生氣|生气[sheng1 qi4]	tức giận; giận; nổi giận; bực mình/sức sống; sinh khí	claude-2026-09	ai-draft
生日|生日[sheng1 ri4]	sinh nhật; ngày sinh/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
十|十[shi2]	mười (10)	claude-2026-09	ai-draft
時候|时候[shi2 hou5]	lúc; khi; hồi (vd. 吃饭的时候: lúc ăn cơm; 什么时候: khi nào; 小时候: hồi nhỏ)/thời gian; khoảng thời gian	claude-2026-09	ai-draft
時間|时间[shi2 jian1]	thời gian; khoảng thời gian (vd. 没有时间: không có thời gian)/thời điểm; giờ; lúc (vd. 出发时间: giờ xuất phát)	claude-2026-09	ai-draft
事|事[shi4]	việc; chuyện; sự việc; vấn đề (vd. 有事: có việc; 没事: không sao)/công việc; việc làm (vd. 做事: làm việc)/Lượng từ: 件 (jiàn), 桩 (zhuāng), 回 (huí)	claude-2026-09	ai-draft
試|试[shi4]	thử (vd. 试一下: thử một chút; 试衣服: thử quần áo)/thí nghiệm; thử nghiệm/thi; kỳ thi; bài kiểm tra (vd. 口试: thi vấn đáp)	claude-2026-09	ai-draft
是|是[shi4]	là (nối với danh từ, cụm danh từ, vd. 我是学生: tôi là học sinh; trước tính từ thường không dùng 是, vd. 我很忙: tôi bận)/đúng; phải; đúng vậy (vd. 是的: đúng vậy)/(đáp lại mệnh lệnh, lễ phép) vâng; dạ; rõ/(nhấn mạnh) đúng là; quả thật (vd. 他是很忙: anh ấy đúng là rất bận)	claude-2026-09	ai-draft
是不是|是不是[shi4 bu5 shi4]	(đặt trước phần muốn hỏi) có phải … không (vd. 你是不是学生: bạn có phải là học sinh không?)/(đặt cuối câu để hỏi xác nhận) … phải không? (vd. 你累了，是不是: bạn mệt rồi, phải không?)	claude-2026-09	ai-draft
手|手[shou3]	tay; bàn tay/người (làm việc gì, giỏi việc gì) (vd. 歌手: ca sĩ; 选手: tuyển thủ; 高手: cao thủ)/tự tay; chính tay (vd. 手写: viết tay)/(trong từ ghép) cầm tay; tiện tay (vd. 手机: điện thoại di động; 手册: sổ tay)/(lượng từ) tay; ngón: dùng cho tay nghề, kỹ năng (vd. 露一手: trổ tài; 写一手好字: viết chữ đẹp)/Lượng từ: 双 (shuāng), 只 (zhī)	claude-2026-09	ai-draft
手機|手机[shou3 ji1]	điện thoại di động; di động; điện thoại/Lượng từ: 部 (bù), 台 (tái)	claude-2026-09	ai-draft
書|书[shu1]	sách; quyển sách/thư; thư từ (vd. 家书: thư nhà)/văn bản; giấy tờ (vd. 证书: giấy chứng nhận)/(văn viết) viết; chữ viết (vd. 书法: thư pháp)/Lượng từ: 本 (běn), 册 (cè), 部 (bù)	claude-2026-09	ai-draft
書包|书包[shu1 bao1]	cặp sách; cặp (đi học); ba lô đi học/Lượng từ: 个 (gè), 只 (zhī)	claude-2026-09	ai-draft
書店|书店[shu1 dian4]	hiệu sách; nhà sách/Lượng từ: 家 (jiā)	claude-2026-09	ai-draft
樹|树[shu4]	cây; cây cối/trồng (cây); vun trồng/dựng; lập; xây dựng (vd. 树立: dựng nên; xây dựng)/Lượng từ: 棵 (kē)	claude-2026-09	ai-draft
水|水[shui3]	nước (vd. 喝水: uống nước)/sông (đặt sau tên, vd. 汉水: sông Hán)/bơi (trong 会水: biết bơi; 水性: khả năng bơi)/(khẩu ngữ) dởm; kém chất lượng; ít nội dung/(lượng từ) nước; lần: dùng cho số lần giặt quần áo (vd. 洗了两水: đã giặt hai nước)	claude-2026-09	ai-draft
水果|水果[shui3 guo3]	trái cây; hoa quả/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
睡|睡[shui4]	ngủ/nằm; nằm xuống	claude-2026-09	ai-draft
睡覺|睡觉[shui4 jiao4]	ngủ; đi ngủ	claude-2026-09	ai-draft
說|说[shuo1]	nói; nói chuyện; kể (vd. 说汉语: nói tiếng Trung)/giải thích; nói rõ; bình luận/mắng; trách; phê bình (vd. 妈妈说了他一顿: mẹ mắng nó một trận)/(trong từ ghép) thuyết; học thuyết (vd. 学说: học thuyết)	claude-2026-09	ai-draft
說話|说话[shuo1 hua4]	nói; nói chuyện (vd. 别说话: đừng nói chuyện)/buôn chuyện; bàn tán; dị nghị/lời nói; lời	claude-2026-09	ai-draft
四|四[si4]	bốn (4)	claude-2026-09	ai-draft
送|送[song4]	tặng; biếu; cho (vd. 送礼物: tặng quà)/đưa (ai); tiễn (vd. 送你回家: đưa bạn về nhà; 送朋友: tiễn bạn)/gửi; giao; chuyển (vd. 送外卖: giao đồ ăn)	claude-2026-09	ai-draft
歲|岁[sui4]	(lượng từ) tuổi: dùng để nói tuổi (vd. 你几岁: em mấy tuổi?; 二十岁: hai mươi tuổi)/năm (vd. 岁月: năm tháng)	claude-2026-09	ai-draft
他|他[ta1]	anh ấy; ông ấy; cậu ấy; nó… (ngôi thứ ba số ít, thường chỉ nam)/(đặt trước danh từ) … của anh ấy (vd. 他妈妈: mẹ anh ấy)/(trong từ ghép) khác (vd. 他人: người khác; 他日: ngày khác)	claude-2026-09	ai-draft
他們|他们[ta1 men5]	họ; bọn họ; các anh ấy (có thể gồm cả nam lẫn nữ)	claude-2026-09	ai-draft
她|她[ta1]	cô ấy; chị ấy; bà ấy; em ấy… (ngôi thứ ba số ít, chỉ nữ)	claude-2026-09	ai-draft
她們|她们[ta1 men5]	họ; các cô ấy; các chị ấy (chỉ nữ)	claude-2026-09	ai-draft
太|太[tai4]	quá; quá mức (vd. 太贵了: đắt quá)/rất; lắm; cực kỳ (vd. 太好了: tốt quá; 不太好: không tốt lắm)/(trong từ ghép) cao nhất; lớn nhất (vd. 太空: vũ trụ; 太子: thái tử)	claude-2026-09	ai-draft
天|天[tian1]	ngày (vd. 今天: hôm nay; 三天: ba ngày, đứng ngay sau số, không dùng 个)/trời; bầu trời (vd. 天黑了: trời tối rồi)/ông trời; trời (vd. 天哪: trời ơi!)	claude-2026-09	ai-draft
天氣|天气[tian1 qi4]	thời tiết; trời (vd. 今天天气很好: hôm nay trời đẹp)	claude-2026-09	ai-draft
聽|听[ting1]	nghe; lắng nghe (vd. 听音乐: nghe nhạc)/nghe theo; vâng lời (vd. 听话: nghe lời)/(lượng từ) lon: dùng cho đồ uống đóng lon (vd. 一听啤酒: một lon bia)/lon; hộp thiếc/(văn viết) để mặc; mặc kệ (vd. 听其自然: để mặc tự nhiên)	claude-2026-09	ai-draft
聽到|听到[ting1 dao4]	nghe thấy; nghe được	claude-2026-09	ai-draft
聽見|听见[ting1 jian4]	nghe thấy; nghe được	claude-2026-09	ai-draft
聽寫|听写[ting1 xie3]	nghe viết; viết chính tả/bài nghe viết; bài chính tả	claude-2026-09	ai-draft
同學|同学[tong2 xue2]	bạn học; bạn cùng lớp (thầy cô cũng dùng để gọi học sinh, vd. 同学们好: chào các em)/học cùng trường; học cùng lớp/Lượng từ: 位 (wèi), 个 (gè)	claude-2026-09	ai-draft
圖書館|图书馆[tu2 shu1 guan3]	thư viện/Lượng từ: 家 (jiā), 个 (gè)	claude-2026-09	ai-draft
外|外[wai4]	ngoài; bên ngoài; phía ngoài (vd. 门外: ngoài cửa)/nước ngoài; ngoại (vd. 外国: nước ngoài; 外语: ngoại ngữ)/ngoài ra; thêm vào (vd. 此外: ngoài ra)	claude-2026-09	ai-draft
外邊|外边[wai4 bian5]	bên ngoài; phía ngoài; ở ngoài (vd. 在外边等: đợi ở ngoài)/mặt ngoài; bề mặt ngoài/nơi khác (không phải nhà mình, quê mình); nước ngoài (vd. 在外边工作: làm việc xa nhà)	claude-2026-09	ai-draft
外國|外国[wai4 guo2]	nước ngoài; ngoại quốc (vd. 外国人: người nước ngoài)	claude-2026-09	ai-draft
外語|外语[wai4 yu3]	ngoại ngữ; tiếng nước ngoài/Lượng từ: 门 (mén)	claude-2026-09	ai-draft
玩兒|玩儿[wan2 r5]	chơi; vui chơi; chơi đùa/đi chơi; tụ tập chơi (với bạn bè) (vd. 来我家玩儿: đến nhà mình chơi)	claude-2026-09	ai-draft
晚|晚[wan3]	muộn; trễ (vd. 来晚了: đến muộn rồi)/buổi tối; tối; đêm (vd. 今晚: tối nay)	claude-2026-09	ai-draft
晚飯|晚饭[wan3 fan4]	bữa tối; cơm tối/Lượng từ: 份 (fèn), 顿 (dùn), 次 (cì), 餐 (cān)	claude-2026-09	ai-draft
晚上|晚上[wan3 shang5]	buổi tối; tối; đêm; vào buổi tối (vd. 今天晚上: tối nay)/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
網上|网上[wang3 shang4]	trên mạng; qua mạng; trực tuyến (vd. 网上购物: mua sắm trên mạng)	claude-2026-09	ai-draft
網友|网友[wang3 you3]	bạn qua mạng; bạn quen trên mạng/cư dân mạng; người dùng mạng	claude-2026-09	ai-draft
忘|忘[wang4]	quên; quên mất/bỏ sót; sao nhãng; lơ là	claude-2026-09	ai-draft
忘記|忘记[wang4 ji4]	quên; quên mất	claude-2026-09	ai-draft
問|问[wen4]	hỏi; hỏi thăm (vd. 问路: hỏi đường; 问问题: đặt câu hỏi; 问好: hỏi thăm, gửi lời chào)	claude-2026-09	ai-draft
我|我[wo3]	tôi; mình; tớ… (ngôi thứ nhất số ít; tuỳ vai vế có thể nói anh, chị, em, con…)/(đặt trước danh từ) … của tôi; … tôi (vd. 我妈妈: mẹ tôi)	claude-2026-09	ai-draft
我們|我们[wo3 men5]	chúng tôi; chúng ta; chúng mình (có thể gồm hoặc không gồm người nghe)/(đặt trước danh từ) … của chúng tôi (vd. 我们学校: trường chúng tôi)	claude-2026-09	ai-draft
五|五[wu3]	năm (5)	claude-2026-09	ai-draft
午飯|午饭[wu3 fan4]	bữa trưa; cơm trưa/Lượng từ: 份 (fèn), 顿 (dùn), 次 (cì), 餐 (cān)	claude-2026-09	ai-draft
西|西[xi1]	tây; phía tây; hướng tây/(trong từ ghép) Tây; phương Tây (vd. 西餐: món Âu; 西医: Tây y)	claude-2026-09	ai-draft
西邊|西边[xi1 bian1]	phía tây; bên phía tây; phần phía tây	claude-2026-09	ai-draft
洗|洗[xi3]	rửa; giặt; tắm; gội (vd. 洗手: rửa tay; 洗衣服: giặt quần áo; 洗澡: tắm)/rửa (ảnh); in (ảnh)/xáo; tráo (bài…) (vd. 洗牌: xáo bài)/xoá (băng ghi âm, ghi hình)	claude-2026-09	ai-draft
洗手間|洗手间[xi3 shou3 jian1]	nhà vệ sinh; phòng vệ sinh	claude-2026-09	ai-draft
喜歡|喜欢[xi3 huan5]	thích; ưa; mến (vd. 喜欢吃苹果: thích ăn táo)/vui; vui mừng/hay; có xu hướng (vd. 这种花喜欢阳光: loại hoa này ưa nắng)	claude-2026-09	ai-draft
下|下[xia4]	dưới; phía dưới; bên dưới (vd. 桌子下面: dưới bàn; 楼下: tầng dưới)/xuống; đi xuống (vd. 下楼: xuống lầu; 下车: xuống xe; 坐下: ngồi xuống; 下雨: trời mưa)/sau; tới; tiếp theo (vd. 下个月: tháng sau; 下次: lần sau)/(lượng từ) cái; lần; lượt: dùng đếm số lần một động tác (vd. 敲了三下: gõ ba cái; 等一下: đợi một chút)/(phần) sau; thứ hai (trong hai phần) (vd. 下册: tập hai; 下半年: nửa cuối năm)/thấp; kém; cấp dưới (vd. 下级: cấp dưới)/giảm; hạ xuống/đưa ra; hạ (quyết tâm, kết luận…) (vd. 下决心: hạ quyết tâm; 下结论: kết luận)	claude-2026-09	ai-draft
下班|下班[xia4 ban1]	tan làm; tan ca; hết giờ làm/chuyến sau (tàu, xe…)	claude-2026-09	ai-draft
下邊|下边[xia4 bian5]	phía dưới; bên dưới; ở dưới/mặt dưới	claude-2026-09	ai-draft
下車|下车[xia4 che1]	xuống xe; xuống tàu (xe buýt, tàu hoả, ô tô…)	claude-2026-09	ai-draft
下次|下次[xia4 ci4]	lần sau; lần tới	claude-2026-09	ai-draft
下課|下课[xia4 ke4]	tan học; hết giờ học; hết tiết/(nghĩa bóng, nhất là huấn luyện viên thể thao) bị cách chức; bị sa thải	claude-2026-09	ai-draft
下午|下午[xia4 wu3]	buổi chiều; chiều (vd. 下午三点: ba giờ chiều)/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
下雨|下雨[xia4 yu3]	mưa; trời mưa	claude-2026-09	ai-draft
先|先[xian1]	trước; trước tiên; trước hết (vd. 你先走: bạn đi trước)/lúc đầu; ban đầu; trước kia/(làm gì) trước đã; tạm (vd. 先这样吧: tạm thế đã)/(tiền tố, nói về người thân lớn tuổi hơn mình đã mất) … quá cố của tôi (vd. 先父: người cha quá cố của tôi)	claude-2026-09	ai-draft
先生|先生[xian1 sheng5]	ông; ngài; anh (cách gọi lịch sự với nam giới, vd. 王先生: ông Vương)/chồng (vd. 我先生: chồng tôi)/thầy giáo; thầy (cách gọi cũ, tôn trọng)/(phương ngữ) bác sĩ; thầy thuốc/Lượng từ: 位 (wèi)	claude-2026-09	ai-draft
現在|现在[xian4 zai4]	bây giờ; hiện nay; hiện tại; lúc này	claude-2026-09	ai-draft
想|想[xiang3]	muốn; mong (vd. 我想喝水: tôi muốn uống nước)/nghĩ; suy nghĩ (vd. 想一想: nghĩ một chút)/nghĩ ra; tìm (cách) (vd. 想办法: nghĩ cách)/nghĩ (rằng); cho (rằng) (vd. 我想他会来: tôi nghĩ anh ấy sẽ đến)/nhớ (ai, nơi nào) (vd. 想家: nhớ nhà)	claude-2026-09	ai-draft
小|小[xiao3]	nhỏ; bé; ít (về kích thước, số lượng, mức độ) (vd. 小狗: chó con; 声音小: tiếng nhỏ)/trẻ; nhỏ tuổi; út (vd. 他比我小: cậu ấy ít tuổi hơn tôi; 小儿子: con trai út)/(đặt trước họ, gọi thân mật người trẻ hoặc ít tuổi hơn mình) cậu; cô; em (vd. 小王: cậu Vương, em Vương)	claude-2026-09	ai-draft
小孩兒|小孩儿[xiao3 hai2 r5]	trẻ con; trẻ em; đứa trẻ; con nít/con; con cái (vd. 你有小孩儿吗: anh có con chưa?)/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
小姐|小姐[xiao3 jie5]	cô (cách gọi lịch sự với phụ nữ trẻ, vd. 王小姐: cô Vương)/cô gái trẻ; tiểu thư/(tiếng lóng) gái bán hoa/Lượng từ: 个 (gè), 位 (wèi)	claude-2026-09	ai-draft
小朋友|小朋友[xiao3 peng2 you3]	(người lớn gọi trẻ em) bé; cháu; các em (vd. 小朋友们好: chào các bé)/trẻ em; trẻ con; thiếu nhi/(Đài Loan) con (của ai)/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
小時|小时[xiao3 shi2]	giờ; tiếng (đồng hồ) (khoảng thời gian 60 phút, vd. 两个小时: hai tiếng)/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
小學|小学[xiao3 xue2]	trường tiểu học; tiểu học; trường cấp một	claude-2026-09	ai-draft
小學生|小学生[xiao3 xue2 sheng1]	học sinh tiểu học/(nghĩa bóng) người mới học; người mới vào nghề/Lượng từ: 个 (gè), 名 (míng)	claude-2026-09	ai-draft
笑|笑[xiao4]	cười; mỉm cười/cười nhạo; chê cười (vd. 别笑我: đừng cười tôi)	claude-2026-09	ai-draft
寫|写[xie3]	viết (vd. 写字: viết chữ; 写信: viết thư)	claude-2026-09	ai-draft
謝謝|谢谢[xie4 xie5]	cảm ơn; cám ơn	claude-2026-09	ai-draft
新|新[xin1]	mới (vd. 新书: sách mới)/vừa mới; mới (làm gì) (vd. 新来的同学: bạn học mới đến)	claude-2026-09	ai-draft
新年|新年[xin1 nian2]	năm mới (vd. 新年快乐: chúc mừng năm mới)/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
星期|星期[xing1 qi1]	tuần; tuần lễ (vd. 一个星期: một tuần)/(đứng trước số 1–6, chỉ ngày trong tuần) thứ … (vd. 星期一: thứ Hai; 星期二: thứ Ba; 星期几: thứ mấy?)/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
星期日|星期日[Xing1 qi1 ri4]	Chủ nhật (hơi trang trọng hơn 星期天)/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
星期天|星期天[Xing1 qi1 tian1]	Chủ nhật (thường dùng trong khẩu ngữ)/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
行|行[xing2]	được; ổn; được rồi (vd. 行吗: được không?; 不行: không được)/giỏi; cừ; có năng lực (vd. 你真行: bạn giỏi thật)/đi; đi lại; chuyến đi (vd. 步行: đi bộ; 旅行: du lịch)/làm; thực hiện; tiến hành (vd. 实行: thực hiện)/hành vi; việc làm (vd. 言行: lời nói và việc làm)/lưu hành; thông dụng (vd. 流行: thịnh hành)	claude-2026-09	ai-draft
休息|休息[xiu1 xi5]	nghỉ; nghỉ ngơi (vd. 休息一下: nghỉ một lát; 明天休息: mai được nghỉ)	claude-2026-09	ai-draft
學|学[xue2]	học; học tập (vd. 学汉语: học tiếng Trung)/bắt chước; học theo (vd. 学猫叫: bắt chước tiếng mèo kêu)/(hậu tố) -học; môn học; ngành học; học vấn (vd. 数学: toán học; 化学: hoá học)/(trong từ ghép) trường học (vd. 小学: trường tiểu học; 上学: đi học)	claude-2026-09	ai-draft
學生|学生[xue2 sheng5]	học sinh; sinh viên; học trò	claude-2026-09	ai-draft
學習|学习[xue2 xi2]	học; học tập (vd. 学习汉语: học tiếng Trung; 向他学习: học tập theo anh ấy)	claude-2026-09	ai-draft
學校|学校[xue2 xiao4]	trường; trường học/Lượng từ: 所 (suǒ)	claude-2026-09	ai-draft
學院|学院[xue2 yuan4]	học viện; trường cao đẳng; trường đại học (chuyên ngành, vd. 北京电影学院: Học viện Điện ảnh Bắc Kinh)/khoa; viện (trực thuộc trường đại học, vd. 文学院: khoa Văn)/Lượng từ: 所 (suǒ)	claude-2026-09	ai-draft
要|要[yao4]	muốn; cần; đòi; xin (vd. 我要一杯咖啡: tôi muốn một cốc cà phê)/sẽ; sắp; sắp sửa (vd. 要下雨了: sắp mưa rồi)/phải; cần phải; nên (vd. 你要多喝水: bạn nên uống nhiều nước)/mất; tốn (thời gian, tiền; vd. 坐车要一个小时: đi xe mất một tiếng)/nếu; nếu như (giống 要是)/quan trọng; chủ yếu (trong từ ghép, vd. 重要: quan trọng)	claude-2026-09	ai-draft
爺爺|爷爷[ye2 ye5]	ông nội; ông (cách gọi thân mật)	claude-2026-09	ai-draft
也|也[ye3]	cũng (vd. 我也是学生: tôi cũng là học sinh)/(trong câu phủ định) cũng không; cũng chẳng (vd. 我也不知道: tôi cũng không biết)/(nhấn mạnh trường hợp cực đoan, bất ngờ) ngay cả … cũng; đến … cũng (vd. 一个人也没有: không có lấy một người)	claude-2026-09	ai-draft
頁|页[ye4]	(lượng từ) trang: dùng cho trang sách, vở, tài liệu (vd. 第十页: trang 10)/trang; tờ (giấy)	claude-2026-09	ai-draft
一|一[yi1]	một (1) (vd. 一本书: một quyển sách)/cả; toàn; suốt (vd. 一生: suốt đời; 一身汗: mồ hôi đầy người)/hễ … là …; vừa … đã … (mẫu 一…就…, vd. 一看就懂: vừa nhìn là hiểu)	claude-2026-09	ai-draft
衣服|衣服[yi1 fu5]	quần áo; áo quần; áo/Lượng từ: 件 (jiàn), 套 (tào)	claude-2026-09	ai-draft
醫生|医生[yi1 sheng1]	bác sĩ; thầy thuốc/Lượng từ: 位 (wèi), 名 (míng), 个 (gè)	claude-2026-09	ai-draft
醫院|医院[yi1 yuan4]	bệnh viện/Lượng từ: 所 (suǒ), 家 (jiā), 座 (zuò)	claude-2026-09	ai-draft
一半|一半[yi1 ban4]	một nửa; nửa (vd. 一半的学生: một nửa số học sinh)	claude-2026-09	ai-draft
