# Word-level Hán Việt corrections: readings pinyin does not predict, casing, and phonetic loanwords
# License: CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/)
# Derived from CC-CEDICT (https://cc-cedict.org, CC BY-SA 4.0) and CVDICT (Vietnamese translation of CC-CEDICT, CC BY-SA 4.0).
# Drafted by Claude (AI), 2026-09. status "ai-draft" = AI-drafted, awaiting human review ("hiệu đính bởi AI, chờ duyệt");
# "reviewed" = checked by the project owner ("đã hiệu đính") — only the owner sets it. Changes: CHANGELOG.md.
# Format: UTF-8 (NFC), LF, tab-separated. Lines starting with "#" are comments.
# Only words whose algorithmic Hán Việt reading was corrected; hanviet "-" = loanword, no Hán Việt reading.
# Character readings (a vernacular form listed first, 讀 đọc → độc) belong in hanviet-char.tsv: fix a character there, not word by word.
# A reading may list searchable alternates after "|". A capital the curator writes is kept (Hán ngữ).
# 228 rows: 18 conventional readings, 18 casing and set readings, 192 phonetic loanwords (hv "-"; reviewed from the CC-CEDICT "(loanword)" rows: the HSK ones and every multi-character one with pop ≥ 28).
key	hanviet	reason	source	status
羅曼史|罗曼史[luo2 man4 shi3]	-	từ phiên âm (romance): đọc theo Hán Việt (la mạn sử) không có nghĩa	claude-2026-09	ai-draft
起司|起司[qi3 si1]	-	từ phiên âm (cheese): đọc theo Hán Việt (khởi ty) không có nghĩa	claude-2026-09	ai-draft
迷思|迷思[mi2 si1]	-	từ phiên âm (myth): đọc theo Hán Việt (mê tư) không có nghĩa	claude-2026-09	ai-draft
雷鬼|雷鬼[lei2 gui3]	-	từ phiên âm (reggae): đọc theo Hán Việt (lôi quỷ) không có nghĩa	claude-2026-09	ai-draft
麻豆|麻豆[ma2 dou4]	-	từ phiên âm (model): đọc theo Hán Việt (ma đậu) không có nghĩa	claude-2026-09	ai-draft
作秀|作秀[zuo4 xiu4]	-	từ phiên âm (show): đọc theo Hán Việt (tác tú) không có nghĩa	claude-2026-09	ai-draft
加農炮|加农炮[jia1 nong2 pao4]	-	từ phiên âm (cannon): đọc theo Hán Việt (gia nông pháo) không có nghĩa	claude-2026-09	ai-draft
卡賓槍|卡宾枪[ka3 bin1 qiang1]	-	từ phiên âm (carbine): đọc theo Hán Việt (ca tân thương) không có nghĩa	claude-2026-09	ai-draft
古拉格|古拉格[gu3 la1 ge2]	-	từ phiên âm (gulag): đọc theo Hán Việt (cổ lạp cách) không có nghĩa	claude-2026-09	ai-draft
可卡因|可卡因[ke3 ka3 yin1]	-	từ phiên âm (cocaine): đọc theo Hán Việt (khả ca nhân) không có nghĩa	claude-2026-09	ai-draft
哈羅|哈罗[ha1 luo2]	-	từ phiên âm (hello): đọc theo Hán Việt (ha la) không có nghĩa	claude-2026-09	ai-draft
尼古丁|尼古丁[ni2 gu3 ding1]	-	từ phiên âm (nicotine): đọc theo Hán Việt (ni cổ đinh) không có nghĩa	claude-2026-09	ai-draft
朱古力|朱古力[zhu1 gu3 li4]	-	từ phiên âm (chocolate): đọc theo Hán Việt (chu cổ lực) không có nghĩa	claude-2026-09	ai-draft
焦耳|焦耳[jiao1 er3]	-	từ phiên âm (joule): đọc theo Hán Việt (tiêu nhĩ) không có nghĩa	claude-2026-09	ai-draft
爾格|尔格[er3 ge2]	-	từ phiên âm (erg): đọc theo Hán Việt (nhĩ cách) không có nghĩa	claude-2026-09	ai-draft
福林|福林[fu2 lin2]	-	từ phiên âm (forint): đọc theo Hán Việt (phúc lâm) không có nghĩa	claude-2026-09	ai-draft
羅拉|罗拉[luo2 la1]	-	từ phiên âm (roller): đọc theo Hán Việt (la lạp) không có nghĩa	claude-2026-09	ai-draft
考拉|考拉[kao3 la1]	-	từ phiên âm (koala): đọc theo Hán Việt (khảo lạp) không có nghĩa	claude-2026-09	ai-draft
芬尼|芬尼[fen1 ni2]	-	từ phiên âm (pfennig): đọc theo Hán Việt (phân ni) không có nghĩa	claude-2026-09	ai-draft
蘭姆|兰姆[lan2 mu3]	-	từ phiên âm (rum): đọc theo Hán Việt (lan mẫu) không có nghĩa	claude-2026-09	ai-draft
賓果|宾果[bin1 guo3]	-	từ phiên âm (bingo): đọc theo Hán Việt (tân quả) không có nghĩa	claude-2026-09	ai-draft
賽博|赛博[sai4 bo2]	-	từ phiên âm (cyber): đọc theo Hán Việt (tái bác) không có nghĩa	claude-2026-09	ai-draft
三文魚|三文鱼[san1 wen2 yu2]	-	từ phiên âm (salmon): đọc theo Hán Việt (tam văn ngư) không có nghĩa	claude-2026-09	ai-draft
加侖|加仑[jia1 lun2]	-	từ phiên âm (gallon): đọc theo Hán Việt (gia luân) không có nghĩa	claude-2026-09	ai-draft
吐司|吐司[tu3 si1]	-	từ phiên âm (toast): đọc theo Hán Việt (thổ ty) không có nghĩa	claude-2026-09	ai-draft
哥特|哥特[ge1 te4]	-	từ phiên âm (Goth): đọc theo Hán Việt (ca đặc) không có nghĩa	claude-2026-09	ai-draft
夸克|夸克[kua1 ke4]	-	từ phiên âm (quark): đọc theo Hán Việt (khoa khắc) không có nghĩa	claude-2026-09	ai-draft
嬉皮|嬉皮[xi1 pi2]	-	từ phiên âm (hippie): đọc theo Hán Việt (hy bì) không có nghĩa	claude-2026-09	ai-draft
安非他命|安非他命[an1 fei1 ta1 ming4]	-	từ phiên âm (amphetamine): đọc theo Hán Việt (an phi tha mệnh) không có nghĩa	claude-2026-09	ai-draft
居里|居里[ju1 li3]	-	từ phiên âm (curie): đọc theo Hán Việt (cư lý) không có nghĩa	claude-2026-09	ai-draft
康乃馨|康乃馨[kang1 nai3 xin1]	-	từ phiên âm (carnation): đọc theo Hán Việt (khang nãi hinh) không có nghĩa	claude-2026-09	ai-draft
引得|引得[yin3 de2]	-	từ phiên âm (index): đọc theo Hán Việt (dẫn đắc) không có nghĩa	claude-2026-09	ai-draft
泰迪熊|泰迪熊[tai4 di2 xiong2]	-	từ phiên âm (teddy bear): đọc theo Hán Việt (thái địch hùng) không có nghĩa	claude-2026-09	ai-draft
白蘭地|白兰地[bai2 lan2 di4]	-	từ phiên âm (brandy): đọc theo Hán Việt (bạch lan địa) không có nghĩa	claude-2026-09	ai-draft
皮卡|皮卡[pi2 ka3]	-	từ phiên âm (pickup): đọc theo Hán Việt (bì ca) không có nghĩa	claude-2026-09	ai-draft
薩滿|萨满[sa4 man3]	-	từ phiên âm (shaman): đọc theo Hán Việt (tát mãn) không có nghĩa	claude-2026-09	ai-draft
阿訇|阿訇[a1 hong1]	-	từ phiên âm (akhoond): đọc theo Hán Việt (a hoanh) không có nghĩa	claude-2026-09	ai-draft
龐克|庞克[pang2 ke4]	-	từ phiên âm (punk): đọc theo Hán Việt (bàng khắc) không có nghĩa	claude-2026-09	ai-draft
丁克|丁克[ding1 ke4]	-	từ phiên âm (DINK): đọc theo Hán Việt (đinh khắc) không có nghĩa	claude-2026-09	ai-draft
伽馬|伽马[ga1 ma3]	-	từ phiên âm (gamma): đọc theo Hán Việt (già mã) không có nghĩa	claude-2026-09	ai-draft
卡農|卡农[ka3 nong2]	-	từ phiên âm (canon): đọc theo Hán Việt (ca nông) không có nghĩa	claude-2026-09	ai-draft
哥布林|哥布林[ge1 bu4 lin2]	-	từ phiên âm (goblin): đọc theo Hán Việt (ca bố lâm) không có nghĩa	claude-2026-09	ai-draft
喀斯特|喀斯特[ka1 si1 te4]	-	từ phiên âm (karst): đọc theo Hán Việt (ca tư đặc) không có nghĩa	claude-2026-09	ai-draft
恤衫|恤衫[xu4 shan1]	-	từ phiên âm (shirt): đọc theo Hán Việt (tuất sam) không có nghĩa	claude-2026-09	ai-draft
托拉斯|托拉斯[tuo1 la1 si1]	-	từ phiên âm (trust): đọc theo Hán Việt (thác lạp tư) không có nghĩa	claude-2026-09	ai-draft
拉力賽|拉力赛[la1 li4 sai4]	-	từ phiên âm (rally): đọc theo Hán Việt (lạp lực tái) không có nghĩa	claude-2026-09	ai-draft
摩卡|摩卡[mo2 ka3]	-	từ phiên âm (mocha): đọc theo Hán Việt (ma ca) không có nghĩa	claude-2026-09	ai-draft
曲奇|曲奇[qu1 qi2]	-	từ phiên âm (cookie): đọc theo Hán Việt (khúc kỳ) không có nghĩa	claude-2026-09	ai-draft
桑巴|桑巴[sang1 ba1]	-	từ phiên âm (samba): đọc theo Hán Việt (tang ba) không có nghĩa	claude-2026-09	ai-draft
沙林|沙林[sha1 lin2]	-	từ phiên âm (sarin): đọc theo Hán Việt (sa lâm) không có nghĩa	claude-2026-09	ai-draft
波霸|波霸[bo1 ba4]	-	từ phiên âm (boba): đọc theo Hán Việt (ba bá) không có nghĩa	claude-2026-09	ai-draft
漢堡包|汉堡包[han4 bao3 bao1]	-	từ phiên âm (hamburger): đọc theo Hán Việt (hán bảo bao) không có nghĩa	claude-2026-09	ai-draft
華爾茲|华尔兹[hua2 er3 zi1]	-	từ phiên âm (waltz): đọc theo Hán Việt (hoa nhĩ tư) không có nghĩa	claude-2026-09	ai-draft
菲力|菲力[fei1 li4]	-	từ phiên âm (fillet): đọc theo Hán Việt (phi lực) không có nghĩa	claude-2026-09	ai-draft
蒙太奇|蒙太奇[meng2 tai4 qi2]	-	từ phiên âm (montage): đọc theo Hán Việt (mông thái kỳ) không có nghĩa	claude-2026-09	ai-draft
貝雷帽|贝雷帽[bei4 lei2 mao4]	-	từ phiên âm (beret): đọc theo Hán Việt (bối lôi mạo) không có nghĩa	claude-2026-09	ai-draft
迪斯科|迪斯科[di2 si1 ke1]	-	từ phiên âm (disco): đọc theo Hán Việt (địch tư khoa) không có nghĩa	claude-2026-09	ai-draft
阿司匹林|阿司匹林[a1 si1 pi3 lin2]	-	từ phiên âm (aspirin): đọc theo Hán Việt (a ty thất lâm) không có nghĩa	claude-2026-09	ai-draft
海波|海波[hai3 bo1]	-	từ phiên âm (hypo): đọc theo Hán Việt (hải ba) không có nghĩa	claude-2026-09	ai-draft
庫倫|库伦[ku4 lun2]	-	từ phiên âm (kulun (tiếng Mông Cổ)): đọc theo Hán Việt (khố luân) không có nghĩa	claude-2026-09	ai-draft
